EntryPoint,Signature,BytesPerSector,SectorsPerCluster,ClusterSize,ReservedSectors,TotalSectors,MftClusterBlockNumber,MftMirrClusterBlockNumber,MftEntrySize,IndexEntrySize,VolumeSerialNumberRaw,VolumeSerialNumber,VolumeSerialNumber32,VolumeSerialNumber32Reverse,SectorSignature,SourceFile
0xEB 0x52 0x90,"NTFS    ",512,8,4096,0,47103,1962,2,1024,4096,0xE4A079E7A079C09A,9A C0 79 A0 E7 79 A0 E4,9A C0 79 A0,A0 79 C0 9A,55 AA,C:\Users\Andrew Rathbun\Documents\GitHub\Anti-Forensics-VHDX\Versions\1.0\Reformatted\Reformatted with Windows - Quick Format\KAPE Output\tout\D\$Boot
